account_code,hoa,account_code_description,receipt_or_payment,positive_or_negative,part
3201112905,320101101060105,Recovery of PSD-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201113005,320102003010105,Recovery of Operational Training-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113105,320102101010105,Recovery of Existing Post Offices-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113205,320102101020105,Recovery of Opening of POs-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113305,320102101030105,Recovery of PSO Aligarh-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113405,320102101040105,Recovery of Premium Product Serv.-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113505,320102101050105,Recy of Opening of POs in Rural -Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113605,320102101060105,Recy of Opening of POs in Tribal-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113705,320102101090105,Recovery of Mass Mailing Services-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201113805,320102101100105,Recovery of Gramin Dak Sevaks-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201113905,320102102010105,Recovery of Mail Sorting-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201114005,320102102020105,Recovery of GDS Mailman-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201114105,320102103040105,Recy of DMMS for Ord.Services-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201114205,320102103050105,Recy of DMMS for Premium Services-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201114305,320102103060105,Recy of Other Conveyance of Mails-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201114405,320102103070105,Recovery of Logistic Post-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201114505,320102104010105,Recovery of Estt. of R & D-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201114605,320102104020105,Recovery of Regional Workshops-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201114705,320103101010105,Recovery of SBCO-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201114805,320103101020105,Recovery of SB(ICO)-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201114905,320103101030105,Recovery of Small Savings Work-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115005,320103101040105,Recovery of SB Pairing Work-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201115105,320103101050105,Recy of Refresh Course for SB/SC-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115205,320103101070105,Recovery of PLI Directorate-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201115305,320103101080105,Recovery of PLI Branch CO-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115405,320103101090105,Recovery of Rural PLI-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201115505,320103101100105,Recovery of Director PLI Calcutta-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115605,320103101110105,Recovery of PLI Investment Board-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115705,320104101010005,Recovery of Pay & Allow. of Audit-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115805,320104102010105,Recovery of Directorate (PA Wing)-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201115905,320104102020105,Recovery of Circle PAO-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201116005,320105053030105,Recovery of Building Estt.-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201116105,320106101030105,Recovery of Dispensaries-Rewards Paid in the Current FY,Receipt Side,Negative,Part I
3201116205,320108102030105,Recovery of S & D of forms-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201116305,320108102040105,Recovery of Dept.Printing Press-Rewards Paid in Current FY,Receipt Side,Negative,Part I
3201116406,320101001010106,Recovery of Postal Dte-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201116506,320101001020106,Recovery of BD Directorate-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201116606,320101001060106,Recovery of Parcel Dte-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201116706,320101101010106,Recovery of Circle Office-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201116806,320101101020106,Recovery of BD Branch-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201116906,320101101030106,Recovery of Postal Division-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201117006,320101101040106,Recovery of RMS Divisions-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201117106,320101101050106,Recovery of Foreign Post Divisions-Med. Treat in Current FY,Receipt Side,Negative,Part I
3201117206,320101101060106,Recovery of PSD-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201117306,320102003010106,Recovery of Oper. Training-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201117406,320102101010106,Recovery of Post Offices-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201117506,320102101020106,Recovery of Open & Upgrad of POs-Med Tret in Current FY,Receipt Side,Negative,Part I
3201117606,320102101030106,Recovery of PSO Aligarh-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201117706,320102101040106,Recovery of Pre. Product Services-Med Trt in Current FY,Receipt Side,Negative,Part I
3201117806,320102101090106,Recovery of Mass Mailing Services-Med Trt in Current FY,Receipt Side,Negative,Part I
3201117906,320102101100106,Recovery of Gramin Dak Sevak-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201118006,320102102010106,Recovery of Mail Sorting-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201118106,320102102020106,Recovery of GDS Mailman-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201118206,320102103040106,Recovery of DMMS for Ordinary Service -Med Trt in Current FY,Receipt Side,Negative,Part I
3201118306,320102103050106,Recovery of DMMS for Premium Service-Med Trt in Current FY,Receipt Side,Negative,Part I
3201118406,320102103060106,Recovery of Other Convey of Mails-Med Trt in Current FY,Receipt Side,Negative,Part I
3201118506,320102103070106,Recovery of Logistic Post-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201118606,320102104010106,Recovery of Estt of R & D-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201118706,320102104020106,Recovery of Regional Workshops-Medical Trt in Current FY,Receipt Side,Negative,Part I
3201119006,320103101030106,Recovery of SSW-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201119106,320103101040106,Recovery of SB Pairing Work-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201119206,320103101050106,Recovery of Refresh Course for SB/SC -Med Trt in Current FY,Receipt Side,Negative,Part I
3201119306,320103101070106,Recovery of PLI Directorate-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201119406,320103101080106,Recovery of PLI Branch CO-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201119506,320103101090106,Recovery of Rural PLI-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201119606,320103101100106,Recovery of DPLI Calcutta-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201119706,320103101110106,Recovery of PLI Invest Board-Medical Trt in Current FY,Receipt Side,Negative,Part I
3201119806,320103101150106,Recovery of MGNREG ACT Workers-Medical Trt in Current FY,Receipt Side,Negative,Part I
3201119906,320104102010106,Recovery of Directorate (PA Wing)-Medical Trt in Current FY,Receipt Side,Negative,Part I
3201120006,320104102020106,Recovery of Circle Postal Account office-Medical Treatment,Receipt Side,Negative,Part I
3201120106,320105053030106,Recovery of Building Estt-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201120206,320106101030106,Recovery of Dispensaries-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201120306,320108102030106,Recovery of S & D of form-Medical Treatment in Current FY,Receipt Side,Negative,Part I
3201120406,320108102040106,Recovery of Dept. Printing Press-Medical Trt in Current FY,Receipt Side,Negative,Part I
3201120507,320101001010107,Recovery of Postal Directorate-Allowances in Current FY,Receipt Side,Negative,Part I
3201120607,320101001020107,Recovery of BD Directorate-Allowancesin Current FY,Receipt Side,Negative,Part I
3201120707,320101001050107,Recovery of South Asia Postal Union-Allowances in Current FY,Receipt Side,Negative,Part I
3201120807,320101001060107,Recovery of Parcel Directorate-Allowances in Current FY,Receipt Side,Negative,Part I
3201120907,320101101010107,Recovery of Circle Office-Allowances in Current FY,Receipt Side,Negative,Part I
3201121007,320101101020107,Recovery of BD Branch-Allowances in Current FY,Receipt Side,Negative,Part I
3201121107,320101101030107,Recovery of Postal Division-Allowances in Current FY,Receipt Side,Negative,Part I
3201121207,320101101040107,Recovery of RMS Divisions-Allowances in Current FY,Receipt Side,Negative,Part I
3201121307,320101101050107,Recovery of Foreign Post Divisions-Allowances in Current FY,Receipt Side,Negative,Part I
3201121407,320101101060107,Recovery of Postal Stores Depot-Allowances in Current FY,Receipt Side,Negative,Part I
3201121507,320102003010107,Recovery of Operational Training-Allowances in Current FY,Receipt Side,Negative,Part I
3201121607,320102101010107,Recovery of Existing Post Offices-Allowances in Current FY,Receipt Side,Negative,Part I
3201121707,320102101020107,Recovery of Opening & Upgrade of PO-Allowances in Current FY,Receipt Side,Negative,Part I
3201121807,320102101030107,Recovery of PSO Aligarh-Allowances in Current FY,Receipt Side,Negative,Part I
3201121907,320102101040107,Recovery of Premium Product Service-Allowances in Current FY,Receipt Side,Negative,Part I
3201122007,320102101050107,Rcy of Opening POs/Apn of GDS in Rural-Alwnces in Current FY,Receipt Side,Negative,Part I
3201122107,320102101060107,Rcy of Opening POs/Apn of GDS in Tribe-Alwnces in Current FY,Receipt Side,Negative,Part I
3201122207,320102101090107,Recovery of Mass Mailing Services-Allowances in Current FY,Receipt Side,Negative,Part I
3201122307,320102101100107,Recovery of Gramin Dak Sevaks-Allowances in Current FY,Receipt Side,Negative,Part I
3201122407,320102102010107,Recovery of Mail Sorting-Allowances in Current FY,Receipt Side,Negative,Part I
3201122507,320102102020107,Recovery of GDS Mailman-Allowances in Current FY,Receipt Side,Negative,Part I
3201122607,320102103040107,Recovery of DMMS for Ord. Services-Allowances in Current FY,Receipt Side,Negative,Part I
3201122707,320102103050107,Recovery of DMMS for Premium Service-Allowancesin Current FY,Receipt Side,Negative,Part I
3201122807,320102103060107,Recovery of Other Convey of Mails-Allowances in Current FY,Receipt Side,Negative,Part I
3201122907,320102103070107,Recovery of Logistic Post-Allowances in Current FY,Receipt Side,Negative,Part I
3201123007,320102104010107,Recovery of Establishment of R & D-Allowances in Current FY,Receipt Side,Negative,Part I
3201123107,320102104020107,Recovery of Regional Workshops-Allowances in Current FY,Receipt Side,Negative,Part I
3201123207,320103101010107,Recovery of SBCO-Allowances in Current FY,Receipt Side,Negative,Part I
3201123307,320103101020107,Recovery of SB(ICO)-Allowances in Current FY,Receipt Side,Negative,Part I
3201123407,320103101030107,Recovery of Small Savings Work-Allowances in Current FY,Receipt Side,Negative,Part I
3201123507,320103101040107,Recovery of SB Pairing Work-Allowances in Current FY,Receipt Side,Negative,Part I
3201123607,320103101050107,Recovery_Refresh Course for SB/SC -Allowance in Current FY,Receipt Side,Negative,Part I
3201123707,320103101070107,Recovery of PLI Directorate-Allowances in Current FY,Receipt Side,Negative,Part I
3201123807,320103101080107,Recovery of PLI Branch CO-Allowances in Current FY,Receipt Side,Negative,Part I
3201123907,320103101090107,Recovery of Rural PLI-Allowances in Current FY,Receipt Side,Negative,Part I
3201124007,320103101100107,Recovery of Director PLI Calcutta-Allowances in Current FY,Receipt Side,Negative,Part I
3201124107,320103101110107,Recovery of PLI Investment Board-Allowances in Current FY,Receipt Side,Negative,Part I
3201124207,320104101010007,Recovery of Audit Staff-Allowances in Current FY,Receipt Side,Negative,Part I
3201124307,320104102010107,Recovery of Directorate (PA Wing)-Allowances in Current FY,Receipt Side,Negative,Part I
3201124407,320104102020107,Recovery of Circle PAO-Allowances in Current FY,Receipt Side,Negative,Part I
3201124507,320105053030107,Recovery of Building Establishment-Allowances in Current FY,Receipt Side,Negative,Part I
3201124607,320106101030107,Recovery of Dispensaries-Allowances in Current FY,Receipt Side,Negative,Part I
3201124707,320108102030107,Recovery of Storage & Distribution of forms-Allowances,Receipt Side,Negative,Part I
3201124807,320108102040107,Recovery of Dept. Printing Press-Allowances in Current FY,Receipt Side,Negative,Part I
3201124908,320101001010108,Recovery of Postal Directorate-LTC in Current FY,Receipt Side,Negative,Part I
3201125008,320101001020108,Recovery of BD Directorate-LTC in Current FY,Receipt Side,Negative,Part I
3201125108,320101001050108,Recovery of South Asia Postal Union Sectt-LTC in Current FY,Receipt Side,Negative,Part I
